epoch,s_per_epoch,total,contrib_pde,contrib_bc,contrib_ic,contrib_interface,contrib_pde_mech,contrib_bc_mech
1518,0.545767,1.196666e+02,8.854822e-03,1.322326e-01,1.372983e-01,1.084402e-05,1.188355e+02,5.527053e-01
1519,0.543415,1.195234e+02,8.769900e-03,1.321890e-01,1.371502e-01,1.083902e-05,1.186928e+02,5.524316e-01
1520,0.545638,1.193805e+02,8.696643e-03,1.321467e-01,1.370025e-01,1.083457e-05,1.185505e+02,5.521504e-01
1521,0.546370,1.192380e+02,8.667810e-03,1.321046e-01,1.368568e-01,1.083104e-05,1.184085e+02,5.518702e-01
1522,0.547135,1.190957e+02,8.654199e-03,1.320625e-01,1.367148e-01,1.082852e-05,1.182667e+02,5.515987e-01
1523,0.546452,1.189537e+02,8.674853e-03,1.320216e-01,1.365788e-01,1.082689e-05,1.181251e+02,5.513431e-01
1524,0.545829,1.188120e+02,8.737635e-03,1.319840e-01,1.364508e-01,1.082593e-05,1.179837e+02,5.511088e-01
1525,0.549402,1.186706e+02,8.783388e-03,1.319514e-01,1.363320e-01,1.082538e-05,1.178426e+02,5.508981e-01
1526,0.544619,1.185294e+02,8.783606e-03,1.319238e-01,1.362218e-01,1.082501e-05,1.177017e+02,5.507098e-01
1527,0.544473,1.183884e+02,8.781370e-03,1.318995e-01,1.361184e-01,1.082468e-05,1.175611e+02,5.505399e-01
1528,0.543883,1.182477e+02,8.806717e-03,1.318766e-01,1.360196e-01,1.082433e-05,1.174206e+02,5.503832e-01
1529,0.545400,1.181072e+02,8.845873e-03,1.318536e-01,1.359236e-01,1.082393e-05,1.172804e+02,5.502350e-01
1530,0.544661,1.179670e+02,8.896858e-03,1.318306e-01,1.358298e-01,1.082349e-05,1.171403e+02,5.500921e-01
1531,0.545857,1.178270e+02,8.962943e-03,1.318089e-01,1.357389e-01,1.082303e-05,1.170006e+02,5.499534e-01
1532,0.545669,1.176873e+02,9.018018e-03,1.317897e-01,1.356516e-01,1.082259e-05,1.168611e+02,5.498191e-01
1533,0.545519,1.175479e+02,9.044135e-03,1.317736e-01,1.355683e-01,1.082224e-05,1.167218e+02,5.496897e-01
1534,0.543280,1.174086e+02,9.062533e-03,1.317600e-01,1.354886e-01,1.082207e-05,1.165827e+02,5.495659e-01
1535,0.543798,1.172696e+02,9.095973e-03,1.317476e-01,1.354119e-01,1.082215e-05,1.164439e+02,5.494483e-01
1536,0.549800,1.171309e+02,9.142256e-03,1.317357e-01,1.353379e-01,1.082253e-05,1.163053e+02,5.493382e-01
1537,0.546133,1.169923e+02,9.197732e-03,1.317243e-01,1.352668e-01,1.082322e-05,1.161669e+02,5.492372e-01
1538,0.545408,1.168540e+02,9.261586e-03,1.317142e-01,1.351993e-01,1.082417e-05,1.160287e+02,5.491468e-01
1539,0.544093,1.167160e+02,9.318138e-03,1.317064e-01,1.351361e-01,1.082534e-05,1.158907e+02,5.490680e-01
1540,0.543059,1.165782e+02,9.351804e-03,1.317014e-01,1.350775e-01,1.082668e-05,1.157530e+02,5.490007e-01
1541,0.544592,1.164406e+02,9.367992e-03,1.316986e-01,1.350230e-01,1.082822e-05,1.156155e+02,5.489436e-01
1542,0.543077,1.163032e+02,9.378945e-03,1.316973e-01,1.349718e-01,1.083002e-05,1.154782e+02,5.488945e-01
1543,0.544218,1.161660e+02,9.385325e-03,1.316967e-01,1.349231e-01,1.083216e-05,1.153412e+02,5.488514e-01
1544,0.544517,1.160291e+02,9.381552e-03,1.316965e-01,1.348764e-01,1.083474e-05,1.152043e+02,5.488130e-01
1545,0.542149,1.158923e+02,9.358057e-03,1.316974e-01,1.348321e-01,1.083784e-05,1.150677e+02,5.487789e-01
1546,0.547269,1.157558e+02,9.292395e-03,1.317001e-01,1.347906e-01,1.084127e-05,1.149313e+02,5.487499e-01
1547,0.550297,1.156194e+02,9.150354e-03,1.317051e-01,1.347527e-01,1.084321e-05,1.147951e+02,5.487276e-01
1548,0.544887,1.154832e+02,8.883673e-03,1.317128e-01,1.347191e-01,1.084499e-05,1.146591e+02,5.487148e-01
1549,0.545205,1.153469e+02,8.333713e-03,1.317247e-01,1.346930e-01,1.084679e-05,1.145234e+02,5.487203e-01
1550,0.545110,1.152094e+02,6.393441e-03,1.317449e-01,1.346818e-01,1.084989e-05,1.143878e+02,5.487623e-01
1551,0.545204,1.150741e+02,6.450888e-03,1.317558e-01,1.346582e-01,1.085277e-05,1.142525e+02,5.487788e-01
1552,0.546006,1.149390e+02,6.543608e-03,1.317606e-01,1.346259e-01,1.085544e-05,1.141173e+02,5.487771e-01
1553,0.546686,1.148042e+02,6.701985e-03,1.317639e-01,1.345897e-01,1.085792e-05,1.139824e+02,5.487646e-01
1554,0.542668,1.146696e+02,6.782608e-03,1.317691e-01,1.345528e-01,1.086027e-05,1.138477e+02,5.487466e-01
1555,0.544349,1.145351e+02,6.762827e-03,1.317769e-01,1.345166e-01,1.086267e-05,1.137133e+02,5.487257e-01
1556,0.545635,1.144010e+02,6.765155e-03,1.317851e-01,1.344800e-01,1.086544e-05,1.135793e+02,5.487014e-01
1557,0.544643,1.142672e+02,6.818541e-03,1.317909e-01,1.344412e-01,1.086891e-05,1.134454e+02,5.486718e-01
1558,0.547227,1.141335e+02,6.870982e-03,1.317927e-01,1.343988e-01,1.087164e-05,1.133118e+02,5.486356e-01
1559,0.545045,1.140000e+02,6.954510e-03,1.317916e-01,1.343536e-01,1.087214e-05,1.131783e+02,5.485946e-01
1560,0.546430,1.138669e+02,7.072731e-03,1.317887e-01,1.343047e-01,1.087277e-05,1.130451e+02,5.485439e-01
1561,0.546184,1.137339e+02,7.139840e-03,1.317854e-01,1.342517e-01,1.087330e-05,1.129123e+02,5.484819e-01
1562,0.546102,1.136012e+02,7.137597e-03,1.317810e-01,1.341935e-01,1.087336e-05,1.127797e+02,5.484059e-01
1563,0.542978,1.134687e+02,7.135929e-03,1.317737e-01,1.341279e-01,1.087320e-05,1.126474e+02,5.483127e-01
1564,0.544188,1.133365e+02,7.162270e-03,1.317611e-01,1.340532e-01,1.087282e-05,1.125153e+02,5.481998e-01
1565,0.545906,1.132045e+02,7.190721e-03,1.317421e-01,1.339684e-01,1.087223e-05,1.123835e+02,5.480660e-01
1566,0.546649,1.130727e+02,7.228427e-03,1.317178e-01,1.338748e-01,1.087143e-05,1.122519e+02,5.479130e-01
1567,0.547619,1.129411e+02,7.279562e-03,1.316905e-01,1.337746e-01,1.087007e-05,1.121206e+02,5.477441e-01
1568,0.543790,1.128097e+02,7.304985e-03,1.316622e-01,1.336702e-01,1.086851e-05,1.119895e+02,5.475631e-01
1569,0.543121,1.126786e+02,7.290936e-03,1.316340e-01,1.335632e-01,1.086690e-05,1.118587e+02,5.473735e-01
1570,0.546307,1.125477e+02,7.273336e-03,1.316055e-01,1.334544e-01,1.086535e-05,1.117282e+02,5.471780e-01
1571,0.546034,1.124170e+02,7.274585e-03,1.315758e-01,1.333443e-01,1.086396e-05,1.115978e+02,5.469792e-01
1572,0.546359,1.122866e+02,7.288721e-03,1.315447e-01,1.332333e-01,1.086276e-05,1.114677e+02,5.467792e-01
1573,0.543834,1.122131e+02,6.400024e-02,1.315127e-01,1.331223e-01,1.086174e-05,1.113378e+02,5.465805e-01
1574,0.544414,1.121035e+02,8.754121e-03,1.319170e-01,1.339076e-01,1.091911e-05,1.112807e+02,5.482070e-01
1575,0.543989,1.120145e+02,8.039205e-03,1.322571e-01,1.345605e-01,1.096783e-05,1.111901e+02,5.495483e-01
1576,0.545793,1.119151e+02,9.283150e-03,1.325296e-01,1.350735e-01,1.099973e-05,1.110877e+02,5.505837e-01
1577,0.546274,1.117911e+02,1.001480e-02,1.327382e-01,1.354541e-01,1.102383e-05,1.109616e+02,5.513261e-01
1578,0.543861,1.116469e+02,9.859369e-03,1.328921e-01,1.357191e-01,1.102928e-05,1.108166e+02,5.518088e-01
1579,0.543569,1.114985e+02,9.802050e-03,1.329996e-01,1.358870e-01,1.102535e-05,1.106677e+02,5.520694e-01
1580,0.542491,1.113590e+02,9.814157e-03,1.330717e-01,1.359800e-01,1.101574e-05,1.105280e+02,5.521556e-01
1581,0.543532,1.112316e+02,9.838572e-03,1.331173e-01,1.360183e-01,1.100442e-05,1.104005e+02,5.521135e-01
1582,0.546234,1.111106e+02,9.834655e-03,1.331433e-01,1.360181e-01,1.099494e-05,1.102796e+02,5.519837e-01
1583,0.543378,1.109879e+02,9.826191e-03,1.331548e-01,1.359912e-01,1.098951e-05,1.101571e+02,5.518019e-01
1584,0.543369,1.108589e+02,9.838363e-03,1.331544e-01,1.359452e-01,1.098879e-05,1.100283e+02,5.515953e-01
1585,0.545487,1.107242e+02,9.901261e-03,1.331433e-01,1.358834e-01,1.099215e-05,1.098939e+02,5.513824e-01
1586,0.543990,1.105876e+02,9.824184e-03,1.331215e-01,1.358058e-01,1.099805e-05,1.097576e+02,5.511717e-01
1587,0.542059,1.104530e+02,9.495083e-03,1.330887e-01,1.357108e-01,1.100467e-05,1.096237e+02,5.509626e-01
1588,0.545320,1.103218e+02,8.429526e-03,1.330464e-01,1.355992e-01,1.101052e-05,1.094939e+02,5.507552e-01
1589,0.542394,1.101946e+02,7.173257e-03,1.330120e-01,1.354989e-01,1.101636e-05,1.093683e+02,5.506091e-01
1590,0.546318,1.100699e+02,7.275185e-03,1.329551e-01,1.353541e-01,1.101776e-05,1.092439e+02,5.503774e-01
1591,0.543050,1.099437e+02,7.220696e-03,1.328770e-01,1.351655e-01,1.101513e-05,1.091184e+02,5.500484e-01
1592,0.546959,1.098152e+02,7.052059e-03,1.327818e-01,1.349399e-01,1.100611e-05,1.089908e+02,5.496257e-01
1593,0.543797,1.096860e+02,7.819979e-03,1.326743e-01,1.346863e-01,1.099194e-05,1.088617e+02,5.491210e-01
1594,0.544808,1.095575e+02,8.519028e-03,1.326080e-01,1.344994e-01,1.098475e-05,1.087331e+02,5.487593e-01
1595,0.545795,1.094286e+02,8.718909e-03,1.325519e-01,1.343264e-01,1.098010e-05,1.086046e+02,5.484124e-01
1596,0.546850,1.093006e+02,8.732231e-03,1.325033e-01,1.341646e-01,1.097729e-05,1.084771e+02,5.480781e-01
1597,0.546764,1.091735e+02,8.464367e-03,1.324633e-01,1.340175e-01,1.097613e-05,1.083508e+02,5.477727e-01
1598,0.546990,1.090464e+02,6.987500e-03,1.324383e-01,1.338984e-01,1.097698e-05,1.082255e+02,5.475369e-01
1599,0.543291,1.089212e+02,7.097036e-03,1.324050e-01,1.337677e-01,1.097672e-05,1.081007e+02,5.472802e-01
1600,0.544694,1.087959e+02,7.164598e-03,1.323638e-01,1.336273e-01,1.097431e-05,1.079757e+02,5.470113e-01
1601,0.547038,1.086702e+02,7.186660e-03,1.323156e-01,1.334785e-01,1.097048e-05,1.078505e+02,5.467337e-01
1602,0.545554,1.085444e+02,7.162247e-03,1.322604e-01,1.333209e-01,1.096573e-05,1.077252e+02,5.464438e-01
1603,0.545223,1.084187e+02,7.100196e-03,1.321984e-01,1.331538e-01,1.096044e-05,1.076001e+02,5.461354e-01
1604,0.545330,1.082934e+02,7.003953e-03,1.321297e-01,1.329770e-01,1.095315e-05,1.074755e+02,5.458024e-01
1605,0.542468,1.081702e+02,8.561126e-03,1.320543e-01,1.327889e-01,1.094458e-05,1.073514e+02,5.454373e-01
1606,0.543236,1.080463e+02,8.796491e-03,1.319929e-01,1.326246e-01,1.093938e-05,1.072277e+02,5.451238e-01
1607,0.545643,1.079225e+02,8.818778e-03,1.319379e-01,1.324702e-01,1.093625e-05,1.071044e+02,5.448283e-01
1608,0.543621,1.077988e+02,8.742925e-03,1.318873e-01,1.323220e-01,1.093441e-05,1.069813e+02,5.445442e-01
1609,0.545778,1.076753e+02,8.566840e-03,1.318413e-01,1.321805e-01,1.093338e-05,1.068584e+02,5.442759e-01
1610,0.546191,1.075515e+02,8.065384e-03,1.318031e-01,1.320513e-01,1.093312e-05,1.067356e+02,5.440406e-01
1611,0.547068,1.074280e+02,7.083315e-03,1.317909e-01,1.319658e-01,1.093567e-05,1.066132e+02,5.439184e-01
1612,0.545735,1.073051e+02,7.160852e-03,1.317632e-01,1.318533e-01,1.093520e-05,1.064906e+02,5.437363e-01
1613,0.544543,1.071820e+02,7.149355e-03,1.317224e-01,1.317181e-01,1.093200e-05,1.063679e+02,5.435040e-01
1614,0.548236,1.070590e+02,7.069589e-03,1.316710e-01,1.315649e-01,1.092677e-05,1.062455e+02,5.432304e-01
1615,0.545681,1.069387e+02,9.109694e-03,1.316114e-01,1.313984e-01,1.092040e-05,1.061236e+02,5.429235e-01
1616,0.547116,1.068172e+02,9.546957e-03,1.315666e-01,1.312576e-01,1.091560e-05,1.060022e+02,5.426753e-01
1617,0.543491,1.066958e+02,9.924255e-03,1.315282e-01,1.311286e-01,1.091169e-05,1.058807e+02,5.424505e-01
1618,0.544077,1.065740e+02,9.916703e-03,1.314928e-01,1.310056e-01,1.090908e-05,1.057594e+02,5.422351e-01
1619,0.545159,1.064523e+02,9.769251e-03,1.314608e-01,1.308895e-01,1.090770e-05,1.056382e+02,5.420328e-01
1620,0.544477,1.063308e+02,9.332310e-03,1.314338e-01,1.307836e-01,1.090753e-05,1.055174e+02,5.418541e-01
1621,0.545135,1.062088e+02,7.828510e-03,1.314196e-01,1.307008e-01,1.090930e-05,1.053971e+02,5.417339e-01
1622,0.545658,1.060887e+02,7.914793e-03,1.313941e-01,1.305996e-01,1.090932e-05,1.052772e+02,5.415710e-01
1623,0.543608,1.059685e+02,7.954045e-03,1.313583e-01,1.304813e-01,1.090756e-05,1.051573e+02,5.413693e-01
1624,0.545953,1.058481e+02,7.942290e-03,1.313138e-01,1.303492e-01,1.090426e-05,1.050374e+02,5.411360e-01
1625,0.546049,1.057278e+02,7.885420e-03,1.312635e-01,1.302079e-01,1.089994e-05,1.049176e+02,5.408809e-01
1626,0.543749,1.056090e+02,9.021610e-03,1.312101e-01,1.300628e-01,1.089507e-05,1.047981e+02,5.406148e-01
1627,0.543590,1.054883e+02,7.862589e-03,1.311914e-01,1.299782e-01,1.089472e-05,1.046788e+02,5.404963e-01
1628,0.542560,1.053690e+02,7.898876e-03,1.311694e-01,1.298897e-01,1.089395e-05,1.045597e+02,5.403637e-01
1629,0.543283,1.052498e+02,7.914645e-03,1.311452e-01,1.297988e-01,1.089295e-05,1.044408e+02,5.402210e-01
1630,0.549532,1.051320e+02,9.013241e-03,1.311194e-01,1.297071e-01,1.089070e-05,1.043221e+02,5.400728e-01
1631,0.553224,1.050125e+02,8.100613e-03,1.311336e-01,1.296853e-01,1.089211e-05,1.042035e+02,5.400967e-01
1632,0.545677,1.048943e+02,8.253909e-03,1.311410e-01,1.296534e-01,1.089263e-05,1.040852e+02,5.400948e-01
1633,0.544462,1.047762e+02,8.365466e-03,1.311404e-01,1.296094e-01,1.089204e-05,1.039670e+02,5.400632e-01
1634,0.544703,1.046581e+02,8.430740e-03,1.311315e-01,1.295519e-01,1.089030e-05,1.038490e+02,5.399992e-01
1635,0.543593,1.045401e+02,8.452172e-03,1.311142e-01,1.294810e-01,1.088759e-05,1.037312e+02,5.399023e-01
1636,0.549609,1.044223e+02,8.435918e-03,1.310891e-01,1.293969e-01,1.088420e-05,1.036136e+02,5.397724e-01
1637,0.545262,1.043047e+02,8.392526e-03,1.310570e-01,1.293012e-01,1.088048e-05,1.034964e+02,5.396122e-01
1638,0.543945,1.041874e+02,8.333426e-03,1.310192e-01,1.291959e-01,1.087680e-05,1.033794e+02,5.394258e-01
1639,0.542688,1.040712e+02,9.185348e-03,1.309770e-01,1.290831e-01,1.087339e-05,1.032627e+02,5.392180e-01
1640,0.545765,1.039536e+02,8.475185e-03,1.309861e-01,1.290571e-01,1.087575e-05,1.031458e+02,5.392262e-01
1641,0.542740,1.038373e+02,8.643310e-03,1.309840e-01,1.290109e-01,1.087739e-05,1.030295e+02,5.391833e-01
1642,0.545960,1.037212e+02,8.752464e-03,1.309693e-01,1.289417e-01,1.087781e-05,1.029135e+02,5.390837e-01
1643,0.544114,1.036051e+02,8.792872e-03,1.309422e-01,1.288493e-01,1.087676e-05,1.027976e+02,5.389272e-01
1644,0.546684,1.034889e+02,8.768393e-03,1.309036e-01,1.287356e-01,1.087434e-05,1.026818e+02,5.387191e-01
1645,0.545386,1.033728e+02,8.694897e-03,1.308557e-01,1.286049e-01,1.087088e-05,1.025662e+02,5.384686e-01
1646,0.549646,1.032570e+02,8.594203e-03,1.308010e-01,1.284620e-01,1.086688e-05,1.024509e+02,5.381869e-01
1647,0.544674,1.031414e+02,8.486396e-03,1.307418e-01,1.283116e-01,1.086282e-05,1.023360e+02,5.378845e-01
1648,0.544818,1.030280e+02,1.020763e-02,1.306800e-01,1.281576e-01,1.085909e-05,1.022214e+02,5.375702e-01
1649,0.546723,1.029131e+02,1.036916e-02,1.306311e-01,1.280320e-01,1.085783e-05,1.021067e+02,5.373300e-01
1650,0.546083,1.027980e+02,1.021680e-02,1.306010e-01,1.279331e-01,1.085822e-05,1.019921e+02,5.371497e-01
1651,0.546648,1.026821e+02,8.753062e-03,1.306046e-01,1.278818e-01,1.086093e-05,1.018778e+02,5.370802e-01
1652,0.545890,1.025682e+02,8.863494e-03,1.306038e-01,1.278198e-01,1.086260e-05,1.017639e+02,5.369819e-01
1653,0.545942,1.024545e+02,9.091839e-03,1.305913e-01,1.277422e-01,1.086303e-05,1.016503e+02,5.368507e-01
1654,0.545840,1.023405e+02,9.078256e-03,1.305645e-01,1.276476e-01,1.086218e-05,1.015365e+02,5.366857e-01
1655,0.546107,1.022265e+02,9.110611e-03,1.305274e-01,1.275392e-01,1.086019e-05,1.014228e+02,5.364913e-01
1656,0.546028,1.021130e+02,9.504843e-03,1.304873e-01,1.274228e-01,1.085729e-05,1.013093e+02,5.362741e-01
1657,0.543874,1.019996e+02,9.454120e-03,1.304489e-01,1.273022e-01,1.085387e-05,1.011963e+02,5.360380e-01
1658,0.544861,1.018864e+02,9.215212e-03,1.304142e-01,1.271825e-01,1.085021e-05,1.010837e+02,5.357950e-01
1659,0.545688,1.017736e+02,9.091581e-03,1.303817e-01,1.270657e-01,1.084634e-05,1.009714e+02,5.355543e-01
1660,0.545043,1.016609e+02,9.077878e-03,1.303480e-01,1.269521e-01,1.084347e-05,1.008592e+02,5.353218e-01
1661,0.545017,1.015483e+02,9.044177e-03,1.303124e-01,1.268426e-01,1.084112e-05,1.007470e+02,5.351029e-01
1662,0.546240,1.014358e+02,9.107099e-03,1.302778e-01,1.267397e-01,1.083967e-05,1.006348e+02,5.349029e-01
1663,0.546455,1.013237e+02,9.248783e-03,1.302483e-01,1.266460e-01,1.083884e-05,1.005228e+02,5.347257e-01
1664,0.546697,1.012117e+02,9.280129e-03,1.302260e-01,1.265621e-01,1.083820e-05,1.004111e+02,5.345716e-01
1665,0.545652,1.010999e+02,9.221508e-03,1.302097e-01,1.264863e-01,1.083746e-05,1.002996e+02,5.344374e-01
1666,0.544108,1.009884e+02,9.223045e-03,1.301955e-01,1.264151e-01,1.083655e-05,1.001883e+02,5.343168e-01
1667,0.543606,1.008771e+02,9.265617e-03,1.301797e-01,1.263449e-01,1.083549e-05,1.000771e+02,5.342035e-01
1668,0.545772,1.007659e+02,9.294888e-03,1.301610e-01,1.262744e-01,1.083434e-05,9.996605e+01,5.340930e-01
1669,0.544143,1.006549e+02,9.370624e-03,1.301413e-01,1.262042e-01,1.083315e-05,9.985515e+01,5.339834e-01
1670,0.544526,1.005441e+02,9.465895e-03,1.301235e-01,1.261358e-01,1.083193e-05,9.974447e+01,5.338745e-01
1671,0.546035,1.004335e+02,9.484336e-03,1.301092e-01,1.260702e-01,1.083074e-05,9.963401e+01,5.337657e-01
1672,0.544805,1.003230e+02,9.454162e-03,1.300976e-01,1.260063e-01,1.082945e-05,9.952378e+01,5.336558e-01
1673,0.549320,1.002128e+02,9.464751e-03,1.300861e-01,1.259425e-01,1.082840e-05,9.941374e+01,5.335428e-01
1674,0.545023,1.001027e+02,9.515643e-03,1.300721e-01,1.258767e-01,1.082765e-05,9.930384e+01,5.334251e-01
1675,0.547248,9.999286e+01,9.585207e-03,1.300549e-01,1.258080e-01,1.082715e-05,9.919410e+01,5.333021e-01
1676,0.543035,9.988317e+01,9.687501e-03,1.300356e-01,1.257371e-01,1.082676e-05,9.908453e+01,5.331747e-01
1677,0.544819,9.977368e+01,9.787555e-03,1.300162e-01,1.256648e-01,1.082633e-05,9.897516e+01,5.330438e-01
1678,0.544051,9.966436e+01,9.833221e-03,1.299974e-01,1.255915e-01,1.082575e-05,9.886601e+01,5.329093e-01
1679,0.544904,9.955520e+01,9.844135e-03,1.299787e-01,1.255167e-01,1.082498e-05,9.875708e+01,5.327703e-01
1680,0.543728,9.944625e+01,9.864898e-03,1.299584e-01,1.254392e-01,1.082405e-05,9.864835e+01,5.326250e-01
1681,0.545872,9.933748e+01,9.897647e-03,1.299354e-01,1.253583e-01,1.082300e-05,9.853980e+01,5.324725e-01
1682,0.543412,9.922887e+01,9.939265e-03,1.299096e-01,1.252743e-01,1.082191e-05,9.843142e+01,5.323126e-01
1683,0.543492,9.912045e+01,9.994539e-03,1.298824e-01,1.251882e-01,1.082063e-05,9.832323e+01,5.321467e-01
1684,0.542845,9.901222e+01,1.003828e-02,1.298556e-01,1.251014e-01,1.081915e-05,9.821523e+01,5.319767e-01
1685,0.544389,9.890415e+01,1.004622e-02,1.298298e-01,1.250147e-01,1.081764e-05,9.810744e+01,5.318041e-01
1686,0.545352,9.879626e+01,1.004408e-02,1.298061e-01,1.249312e-01,1.081630e-05,9.799983e+01,5.316387e-01
1687,0.546262,9.868855e+01,1.005237e-02,1.297819e-01,1.248470e-01,1.081501e-05,9.789239e+01,5.314715e-01
1688,0.544255,9.858102e+01,1.007727e-02,1.297563e-01,1.247616e-01,1.081377e-05,9.778511e+01,5.313027e-01
1689,0.543187,9.847365e+01,1.011655e-02,1.297293e-01,1.246751e-01,1.081257e-05,9.767799e+01,5.311326e-01
1690,0.545467,9.836647e+01,1.016509e-02,1.297016e-01,1.245880e-01,1.081135e-05,9.757104e+01,5.309618e-01
1691,0.544244,9.825946e+01,1.020356e-02,1.296741e-01,1.245006e-01,1.081005e-05,9.746428e+01,5.307905e-01
1692,0.545975,9.815262e+01,1.021762e-02,1.296471e-01,1.244133e-01,1.080866e-05,9.735771e+01,5.306184e-01
1693,0.544049,9.804607e+01,1.034359e-02,1.296202e-01,1.243253e-01,1.080720e-05,9.725133e+01,5.304444e-01
1694,0.543074,9.793957e+01,1.035049e-02,1.295926e-01,1.242366e-01,1.080572e-05,9.714511e+01,5.302684e-01
1695,0.545183,9.783324e+01,1.036714e-02,1.295635e-01,1.241461e-01,1.080424e-05,9.703906e+01,5.300885e-01
1696,0.546190,9.772707e+01,1.039256e-02,1.295327e-01,1.240533e-01,1.080275e-05,9.693318e+01,5.299030e-01
1697,0.544121,9.762107e+01,1.041937e-02,1.295005e-01,1.239580e-01,1.080125e-05,9.682747e+01,5.297112e-01
1698,0.546188,9.751524e+01,1.043267e-02,1.294672e-01,1.238603e-01,1.079971e-05,9.672196e+01,5.295122e-01
1699,0.545715,9.740956e+01,1.042444e-02,1.294329e-01,1.237599e-01,1.079812e-05,9.661663e+01,5.293055e-01
1700,0.542445,9.730404e+01,1.040247e-02,1.293970e-01,1.236561e-01,1.079649e-05,9.651149e+01,5.290900e-01
1701,0.543494,9.719868e+01,1.037883e-02,1.293589e-01,1.235484e-01,1.079484e-05,9.640652e+01,5.288647e-01
1702,0.546401,9.709347e+01,1.035873e-02,1.293180e-01,1.234361e-01,1.079318e-05,9.630172e+01,5.286288e-01
1703,0.546358,9.698842e+01,1.034108e-02,1.292742e-01,1.233191e-01,1.079150e-05,9.619709e+01,5.283816e-01
1704,0.546362,9.688351e+01,1.031873e-02,1.292278e-01,1.231973e-01,1.078915e-05,9.609264e+01,5.281226e-01
1705,0.543855,9.677876e+01,1.028727e-02,1.291791e-01,1.230708e-01,1.078620e-05,9.598836e+01,5.278514e-01
1706,0.545674,9.667415e+01,1.023835e-02,1.291284e-01,1.229401e-01,1.078335e-05,9.588426e+01,5.275697e-01
1707,0.545888,9.656967e+01,1.017397e-02,1.290751e-01,1.228042e-01,1.078060e-05,9.578033e+01,5.272744e-01
1708,0.544133,9.646533e+01,1.010440e-02,1.290186e-01,1.226622e-01,1.077799e-05,9.567657e+01,5.269638e-01
1709,0.543984,9.636113e+01,1.003462e-02,1.289582e-01,1.225134e-01,1.077554e-05,9.557297e+01,5.266362e-01
1710,0.544422,9.625705e+01,9.965557e-03,1.288938e-01,1.223573e-01,1.077324e-05,9.546953e+01,5.262898e-01
1711,0.545415,9.615308e+01,9.888454e-03,1.288253e-01,1.221935e-01,1.077053e-05,9.536624e+01,5.259234e-01
1712,0.544541,9.604923e+01,9.797299e-03,1.287526e-01,1.220215e-01,1.076611e-05,9.526311e+01,5.255352e-01
1713,0.544457,9.594548e+01,9.695107e-03,1.286755e-01,1.218407e-01,1.076208e-05,9.516013e+01,5.251235e-01
1714,0.545796,9.584184e+01,9.602175e-03,1.285954e-01,1.216542e-01,1.075865e-05,9.505728e+01,5.246976e-01
1715,0.546225,9.573828e+01,9.486483e-03,1.285098e-01,1.214573e-01,1.075564e-05,9.495457e+01,5.242436e-01
1716,0.546420,9.563478e+01,9.359837e-03,1.284183e-01,1.212491e-01,1.075163e-05,9.485198e+01,5.237592e-01
1717,0.546257,9.553134e+01,9.227961e-03,1.283205e-01,1.210292e-01,1.074262e-05,9.474951e+01,5.232430e-01
1718,0.544187,9.542796e+01,9.086758e-03,1.282165e-01,1.207974e-01,1.073439e-05,9.464716e+01,5.226943e-01
1719,0.548983,9.532464e+01,8.936154e-03,1.281062e-01,1.205538e-01,1.072903e-05,9.454492e+01,5.221131e-01
1720,0.543143,9.522137e+01,8.781134e-03,1.279899e-01,1.202987e-01,1.072555e-05,9.444279e+01,5.215001e-01
1721,0.547720,9.511931e+01,9.758468e-03,1.278679e-01,1.200330e-01,1.072156e-05,9.434078e+01,5.208573e-01
1722,0.547448,9.501552e+01,8.668902e-03,1.277762e-01,1.198136e-01,1.071821e-05,9.423891e+01,5.203367e-01
1723,0.546536,9.491301e+01,8.733524e-03,1.276708e-01,1.195764e-01,1.070943e-05,9.413724e+01,5.197752e-01
1724,0.543926,9.481044e+01,8.715204e-03,1.275525e-01,1.193234e-01,1.069924e-05,9.403566e+01,5.191776e-01
1725,0.541689,9.470861e+01,9.397944e-03,1.274272e-01,1.190596e-01,1.069012e-05,9.393416e+01,5.185526e-01
1726,0.541756,9.460770e+01,9.187168e-03,1.273971e-01,1.189405e-01,1.069364e-05,9.383385e+01,5.183109e-01
1727,0.543148,9.450750e+01,9.792766e-03,1.273417e-01,1.187868e-01,1.069476e-05,9.373359e+01,5.179836e-01
1728,0.543018,9.440571e+01,9.618645e-03,1.272573e-01,1.185955e-01,1.069361e-05,9.363266e+01,5.175649e-01
1729,0.543511,9.430347e+01,9.661969e-03,1.271525e-01,1.183737e-01,1.069036e-05,9.353121e+01,5.170638e-01
1730,0.543715,9.420149e+01,9.973143e-03,1.270407e-01,1.181326e-01,1.068379e-05,9.342984e+01,5.164977e-01
1731,0.546237,9.409952e+01,9.677287e-03,1.269296e-01,1.178805e-01,1.067467e-05,9.332914e+01,5.158817e-01
1732,0.543419,9.399806e+01,8.971541e-03,1.268226e-01,1.176268e-01,1.066734e-05,9.322938e+01,5.152443e-01
1733,0.544083,9.389749e+01,8.613933e-03,1.267169e-01,1.173753e-01,1.065079e-05,9.313017e+01,5.146059e-01
1734,0.543707,9.379704e+01,8.486604e-03,1.266066e-01,1.171251e-01,1.063021e-05,9.303083e+01,5.139754e-01
